from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2021-10-09T11:58:44-04:00,2021-10-09T12:56:38-04:00,,,America/New_York,"Gym class","{""calories"":358.04818725586,""effduration"":2460,""intensity"":50,""hr_average"":99,""hr_min"":68,""hr_max"":144,""hr_zone_0"":1359,""hr_zone_1"":2004,""hr_zone_2"":47,""hr_zone_3"":0,""device_startdate"":1633795124,""device_enddate"":1633798598,""pause_duration"":5,""steps"":1084,""distance"":844.52996826172,""metcumul"":74.540000915527}",,2021-10-10T09:29:43-04:00
2021-10-09T11:58:44-04:00,2021-10-09T12:56:38-04:00,,,America/New_York,"Gym class",{},,2021-10-09T12:57:11-04:00
2021-10-10T02:00:00-04:00,2021-10-10T02:28:00-04:00,,,America/New_York,Walking,"{""calories"":66.329010009766,""effduration"":1868,""intensity"":0,""hr_average"":114,""hr_min"":101,""hr_max"":130,""hr_zone_0"":0,""hr_zone_1"":1261,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2217,""distance"":1699.2971191406,""metcumul"":91.55298614502}",,2021-10-10T19:12:54-04:00
2021-10-10T16:28:00-04:00,2021-10-10T17:24:00-04:00,,,America/New_York,Walking,"{""calories"":121.19599151611,""effduration"":3180,""intensity"":0,""hr_average"":94,""hr_min"":81,""hr_max"":106,""hr_zone_0"":1283,""hr_zone_1"":1065,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":4145,""distance"":3105.3081054688,""metcumul"":184.27096557617}",,2021-10-11T05:20:34-04:00
2021-10-10T18:24:00-04:00,2021-10-10T19:06:00-04:00,,,America/New_York,Walking,"{""calories"":94.629005432129,""effduration"":2400,""intensity"":0,""hr_average"":97,""hr_min"":89,""hr_max"":101,""hr_zone_0"":414,""hr_zone_1"":1417,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3265,""distance"":2424.8500976562,""metcumul"":143.84899902344}",,2021-10-13T10:14:32-04:00
2021-10-12T14:12:34-04:00,2021-10-12T15:06:45-04:00,,,America/New_York,"Gym class","{""calories"":335.06466674805,""effduration"":1500,""intensity"":50,""hr_average"":97,""hr_min"":50,""hr_max"":143,""hr_zone_0"":1614,""hr_zone_1"":1463,""hr_zone_2"":95,""hr_zone_3"":0,""device_startdate"":1634062354,""device_enddate"":1634065605,""pause_duration"":3,""steps"":202,""distance"":163.26000976562,""metcumul"":31.079999923706}",,2021-10-13T10:14:33-04:00
2021-10-12T14:12:34-04:00,2021-10-12T15:06:45-04:00,,,America/New_York,"Gym class",{},,2021-10-12T21:03:42-04:00
2021-10-12T19:05:00-04:00,2021-10-12T19:16:00-04:00,,,America/New_York,Walking,"{""calories"":19.990001678467,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":678,""distance"":511.92001342773,""metcumul"":31.770000457764}",,2021-10-13T10:14:33-04:00
2021-10-12T21:27:00-04:00,2021-10-12T21:41:00-04:00,,,America/New_York,Walking,"{""calories"":22.709999084473,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":754,""distance"":582.03002929688,""metcumul"":35.189998626709}",,2021-10-14T08:31:17-04:00
2021-10-13T15:01:58-04:00,2021-10-13T16:02:12-04:00,,,America/New_York,"Gym class","{""calories"":372.47729492188,""effduration"":1980,""intensity"":50,""hr_average"":108,""hr_min"":68,""hr_max"":155,""hr_zone_0"":846,""hr_zone_1"":2335,""hr_zone_2"":387,""hr_zone_3"":0,""device_startdate"":1634151718,""device_enddate"":1634155332,""pause_duration"":3,""steps"":1518,""distance"":1168.4798583984,""metcumul"":81.259994506836}",,2021-10-14T08:31:18-04:00
2021-10-13T15:01:58-04:00,2021-10-13T16:02:12-04:00,,,America/New_York,"Gym class",{},,2021-10-13T16:09:03-04:00
2021-10-14T18:03:00-04:00,2021-10-14T18:44:00-04:00,,,America/New_York,Walking,"{""calories"":104.88999938965,""effduration"":2460,""intensity"":0,""hr_average"":101,""hr_min"":91,""hr_max"":113,""hr_zone_0"":165,""hr_zone_1"":445,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3511,""distance"":2688.7097167969,""metcumul"":153.52000427246}",,2021-10-15T08:44:13-04:00
2021-10-14T18:56:00-04:00,2021-10-14T19:53:00-04:00,,,America/New_York,Walking,"{""calories"":136.47998046875,""effduration"":3420,""intensity"":0,""hr_average"":91,""hr_min"":84,""hr_max"":114,""hr_zone_0"":1957,""hr_zone_1"":407,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":4618,""distance"":3497.2700195312,""metcumul"":204.29998779297}",,2021-10-16T09:09:34-04:00
2021-10-16T10:53:08-04:00,2021-10-16T11:53:15-04:00,,,America/New_York,"Gym class","{""calories"":371.75582885742,""effduration"":2520,""intensity"":50,""hr_average"":103,""hr_min"":60,""hr_max"":140,""hr_zone_0"":1030,""hr_zone_1"":2510,""hr_zone_2"":39,""hr_zone_3"":0,""device_startdate"":1634395988,""device_enddate"":1634399595,""pause_duration"":4,""steps"":1120,""distance"":885.30999755859,""metcumul"":76.660003662109}",,2021-10-16T21:12:20-04:00
2021-10-16T10:53:08-04:00,2021-10-16T11:53:15-04:00,,,America/New_York,"Gym class",{},,2021-10-16T11:53:48-04:00
2021-10-16T12:44:00-04:00,2021-10-16T13:09:00-04:00,,,America/New_York,Walking,"{""calories"":46.29541015625,""effduration"":1106,""intensity"":0,""pause_duration"":0,""steps"":1504,""distance"":1185.9005126953,""metcumul"":61.372077941895}",,2021-10-17T09:28:34-04:00
2021-10-17T13:57:00-04:00,2021-10-17T14:47:00-04:00,,,America/New_York,Walking,"{""calories"":140.48002624512,""effduration"":3000,""intensity"":0,""hr_average"":101,""hr_min"":91,""hr_max"":118,""hr_zone_0"":289,""hr_zone_1"":909,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":4548,""distance"":3597.4992675781,""metcumul"":198.5299987793}",,2021-10-20T09:00:43-04:00
2021-10-19T14:36:06-04:00,2021-10-19T15:46:25-04:00,,,America/New_York,"Gym class","{""calories"":433.67193603516,""effduration"":2820,""intensity"":50,""hr_average"":95,""hr_min"":40,""hr_max"":137,""hr_zone_0"":1938,""hr_zone_1"":2204,""hr_zone_2"":6,""hr_zone_3"":0,""device_startdate"":1634668566,""device_enddate"":1634672785,""pause_duration"":2,""steps"":1269,""distance"":1003.9099731445,""metcumul"":86.599998474121}",,2021-10-20T09:00:44-04:00
2021-10-19T14:36:06-04:00,2021-10-19T15:46:25-04:00,,,America/New_York,"Gym class",{},,2021-10-19T16:44:02-04:00
2021-10-20T08:42:00-04:00,2021-10-20T09:33:00-04:00,,,America/New_York,Walking,"{""calories"":131.68000793457,""effduration"":2940,""intensity"":0,""hr_average"":99,""hr_min"":86,""hr_max"":119,""hr_zone_0"":939,""hr_zone_1"":1446,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":4217,""distance"":3371.8898925781,""metcumul"":186.99002075195}",,2021-10-21T13:32:39-04:00
2021-10-20T12:32:00-04:00,2021-10-20T13:17:00-04:00,,,America/New_York,Walking,"{""calories"":128.92001342773,""effduration"":2580,""intensity"":0,""hr_average"":107,""hr_min"":102,""hr_max"":112,""hr_zone_0"":0,""hr_zone_1"":1819,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":4139,""distance"":3301.1303710938,""metcumul"":178.4100189209}",,2021-10-22T13:23:27-04:00
2021-10-21T08:33:00-04:00,2021-10-21T08:42:00-04:00,,,America/New_York,Walking,"{""calories"":13.059999465942,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":448,""distance"":335.05001831055,""metcumul"":22.190000534058}",,2021-10-22T13:23:30-04:00
2021-10-21T15:47:00-04:00,2021-10-21T16:30:00-04:00,,,America/New_York,Walking,"{""calories"":113.93472290039,""effduration"":2819,""intensity"":0,""hr_average"":86,""hr_min"":62,""hr_max"":109,""hr_zone_0"":1706,""hr_zone_1"":704,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3835,""distance"":2921.4025878906,""metcumul"":131.78491210938}",,2021-10-22T21:11:23-04:00
2021-10-22T18:23:00-04:00,2021-10-22T18:28:00-04:00,,,America/New_York,Walking,"{""calories"":6.8499999046326,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":235,""distance"":175.89999389648,""metcumul"":12.229999542236}",,2021-10-22T21:11:25-04:00
2021-10-22T18:35:00-04:00,2021-10-22T19:40:00-04:00,,,America/New_York,Walking,"{""calories"":121.53999328613,""effduration"":3420,""intensity"":0,""hr_average"":89,""hr_min"":81,""hr_max"":95,""hr_zone_0"":2423,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":4205,""distance"":3115.1896972656,""metcumul"":190.24998474121}",,2021-10-23T10:01:36-04:00
2021-10-23T13:02:00-04:00,2021-10-23T13:07:00-04:00,,,America/New_York,Walking,"{""calories"":16.042779922485,""effduration"":350,""intensity"":0,""pause_duration"":0,""steps"":537,""distance"":411.00457763672,""metcumul"":14.527695655823}",,2021-10-24T09:29:19-04:00
2021-10-23T23:51:00-04:00,2021-10-24T00:03:00-04:00,,,America/New_York,Walking,"{""calories"":26.135997772217,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":897,""distance"":670.10394287109,""metcumul"":39.756996154785}",,2021-10-26T19:26:31-04:00
2021-10-25T14:44:39-04:00,2021-10-25T15:51:09-04:00,,,America/New_York,"Gym class","{""calories"":410.13299560547,""effduration"":2580,""intensity"":50,""hr_average"":107,""hr_min"":70,""hr_max"":161,""hr_zone_0"":1258,""hr_zone_1"":2269,""hr_zone_2"":416,""hr_zone_3"":0,""device_startdate"":1635187479,""device_enddate"":1635191469,""pause_duration"":2,""steps"":1298,""distance"":1057.6800537109,""metcumul"":84.419998168945}",,2021-10-26T19:26:34-04:00
2021-10-25T14:44:39-04:00,2021-10-25T15:51:09-04:00,,,America/New_York,"Gym class",{},,2021-10-26T16:09:56-04:00
2021-10-26T11:37:00-04:00,2021-10-26T11:46:00-04:00,,,America/New_York,Walking,"{""calories"":17.238000869751,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":551,""distance"":441.57495117188,""metcumul"":24.965002059937}",,2021-10-27T08:44:11-04:00
2021-10-26T11:52:00-04:00,2021-10-26T12:01:00-04:00,,,America/New_York,Walking,"{""calories"":19.877000808716,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":635,""distance"":509.3639831543,""metcumul"":29.625999450684}",,2021-10-28T16:46:45-04:00
2021-10-27T14:26:00-04:00,2021-10-27T14:33:00-04:00,,,America/New_York,Walking,"{""calories"":15.719999313354,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":519,""distance"":402.73999023438,""metcumul"":22.75}",,2021-10-29T08:57:11-04:00
2021-10-28T15:54:23-04:00,2021-10-28T16:46:16-04:00,,,America/New_York,"Gym class","{""calories"":319.98596191406,""effduration"":1560,""intensity"":50,""hr_average"":97,""hr_min"":44,""hr_max"":153,""hr_zone_0"":1374,""hr_zone_1"":1422,""hr_zone_2"":241,""hr_zone_3"":0,""device_startdate"":1635450863,""device_enddate"":1635453976,""pause_duration"":2,""steps"":793,""distance"":627.87994384766,""metcumul"":50.919998168945}",,2021-10-29T08:57:12-04:00
2021-10-28T15:54:23-04:00,2021-10-28T16:46:16-04:00,,,America/New_York,"Gym class",{},,2021-10-28T16:46:48-04:00
2021-10-29T13:28:00-04:00,2021-10-29T13:34:00-04:00,,,America/New_York,Walking,"{""calories"":8.4700002670288,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":278,""distance"":217.08000183105,""metcumul"":13.75}",,2021-10-30T14:11:12-04:00
2021-10-29T15:47:00-04:00,2021-10-29T16:45:05-04:00,,,America/New_York,"Gym class","{""calories"":358.22393798828,""effduration"":1860,""intensity"":50,""hr_average"":97,""hr_min"":45,""hr_max"":147,""hr_zone_0"":1667,""hr_zone_1"":1507,""hr_zone_2"":217,""hr_zone_3"":0,""device_startdate"":1635536820,""device_enddate"":1635540305,""pause_duration"":2,""steps"":255,""distance"":206.33000183105,""metcumul"":38.620002746582}",,2021-10-30T14:11:12-04:00
2021-10-29T15:47:00-04:00,2021-10-29T16:45:05-04:00,,,America/New_York,"Gym class",{},,2021-10-29T17:47:36-04:00
2021-11-01T15:53:05-04:00,2021-11-01T16:53:12-04:00,,,America/New_York,"Gym class","{""calories"":370.76434326172,""effduration"":2460,""intensity"":50,""hr_average"":92,""hr_min"":50,""hr_max"":134,""hr_zone_0"":1647,""hr_zone_1"":1836,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1635796385,""device_enddate"":1635799992,""pause_duration"":2,""steps"":1188,""distance"":922.35986328125,""metcumul"":78.639999389648}",,2021-11-02T14:48:03-04:00
2021-11-01T15:53:05-04:00,2021-11-01T16:53:12-04:00,,,America/New_York,"Gym class",{},,2021-11-01T22:35:26-04:00
2021-11-04T20:36:00-04:00,2021-11-04T20:42:00-04:00,,,America/New_York,Walking,"{""calories"":10.300000190735,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":344,""distance"":264.13000488281,""metcumul"":15.949999809265}",,2021-11-06T19:14:40-04:00
2021-11-05T18:55:00-04:00,2021-11-05T19:18:00-04:00,,,America/New_York,Walking,"{""calories"":61.839992523193,""effduration"":1380,""intensity"":0,""hr_average"":102,""hr_min"":101,""hr_max"":104,""hr_zone_0"":0,""hr_zone_1"":606,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2081,""distance"":1584.0700683594,""metcumul"":90.07999420166}",,2021-11-07T07:39:31-05:00
2021-11-06T12:52:00-04:00,2021-11-06T13:04:00-04:00,,,America/New_York,Cycling,"{""calories"":134.77420043945,""effduration"":540,""intensity"":0,""hr_average"":89,""hr_min"":85,""hr_max"":95,""hr_zone_0"":642,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":39,""distance"":30.829000473022,""metcumul"":10.067999839783}",,2022-03-28T17:08:49-04:00
2021-11-08T14:30:42-05:00,2021-11-08T15:25:33-05:00,,,America/New_York,"Gym class","{""calories"":338.28262329102,""effduration"":1740,""intensity"":50,""hr_average"":104,""hr_min"":58,""hr_max"":151,""hr_zone_0"":963,""hr_zone_1"":2063,""hr_zone_2"":212,""hr_zone_3"":0,""device_startdate"":1636399842,""device_enddate"":1636403133,""pause_duration"":3,""steps"":1005,""distance"":790.52996826172,""metcumul"":60.479995727539}",,2021-11-09T13:40:26-05:00
2021-11-08T14:30:42-05:00,2021-11-08T15:25:33-05:00,,,America/New_York,"Gym class",{},,2021-11-08T15:25:58-05:00
2021-11-10T16:12:40-05:00,2021-11-10T17:12:47-05:00,,,America/New_York,"Gym class","{""calories"":370.76434326172,""effduration"":2280,""intensity"":50,""hr_average"":106,""hr_min"":61,""hr_max"":144,""hr_zone_0"":890,""hr_zone_1"":2393,""hr_zone_2"":239,""hr_zone_3"":0,""device_startdate"":1636578760,""device_enddate"":1636582367,""pause_duration"":3,""steps"":1374,""distance"":1091.5699462891,""metcumul"":81.220001220703}",,2021-11-10T17:35:11-05:00
2021-11-10T16:12:40-05:00,2021-11-10T17:12:47-05:00,,,America/New_York,"Gym class",{},,2021-11-10T17:13:25-05:00
2021-11-12T14:35:53-05:00,2021-11-12T15:40:15-05:00,,,America/New_York,"Gym class","{""calories"":396.97583007812,""effduration"":2580,""intensity"":50,""hr_average"":104,""hr_min"":48,""hr_max"":143,""hr_zone_0"":1086,""hr_zone_1"":2617,""hr_zone_2"":103,""hr_zone_3"":0,""device_startdate"":1636745753,""device_enddate"":1636749615,""pause_duration"":2,""steps"":1496,""distance"":1189.5999755859,""metcumul"":90.699996948242}",,2021-11-12T19:48:27-05:00
2021-11-12T14:35:53-05:00,2021-11-12T15:40:15-05:00,,,America/New_York,"Gym class",{},,2021-11-12T15:48:49-05:00
2021-11-13T15:19:20-05:00,2021-11-13T16:03:37-05:00,,,America/New_York,Walking,"{""calories"":98.030014038086,""effduration"":2400,""intensity"":50,""hr_average"":112,""hr_min"":60,""hr_max"":149,""hr_zone_0"":231,""hr_zone_1"":1925,""hr_zone_2"":474,""hr_zone_3"":0,""device_startdate"":1636834760,""device_enddate"":1636837417,""pause_duration"":2,""steps"":3297,""distance"":2512.5200195312,""metcumul"":145.96002197266}",,2021-11-14T10:35:19-05:00
2021-11-13T15:19:20-05:00,2021-11-13T16:03:37-05:00,,,America/New_York,Other,{},,2021-11-13T16:45:55-05:00
2021-11-15T21:29:00-05:00,2021-11-15T21:40:00-05:00,,,America/New_York,"Gym class","{""calories"":67.84154510498,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":209,""distance"":172.58999633789,""metcumul"":16.388299942017}",,2021-11-17T14:48:08-05:00
2021-11-16T14:26:08-05:00,2021-11-16T15:26:06-05:00,,,America/New_York,"Gym class","{""calories"":369.83923339844,""effduration"":1920,""intensity"":50,""hr_average"":99,""hr_min"":56,""hr_max"":138,""hr_zone_0"":1300,""hr_zone_1"":2234,""hr_zone_2"":8,""hr_zone_3"":0,""device_startdate"":1637090768,""device_enddate"":1637094366,""pause_duration"":2,""steps"":434,""distance"":354.14999389648,""metcumul"":45.190006256104}",,2021-11-17T14:48:10-05:00
2021-11-16T14:26:08-05:00,2021-11-16T15:26:06-05:00,,,America/New_York,"Gym class",{},,2021-11-16T15:26:39-05:00
2021-11-18T14:35:00-05:00,2021-11-18T14:42:00-05:00,,,America/New_York,Walking,"{""calories"":21.430000305176,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":713,""distance"":550.47998046875,""metcumul"":30.139999389648}",,2021-11-19T08:26:29-05:00
2021-11-18T14:43:08-05:00,2021-11-18T16:13:13-05:00,,,America/New_York,"Gym class","{""calories"":555.58117675781,""effduration"":2520,""intensity"":50,""hr_average"":90,""hr_min"":39,""hr_max"":154,""hr_zone_0"":2480,""hr_zone_1"":2341,""hr_zone_2"":407,""hr_zone_3"":0,""device_startdate"":1637264588,""device_enddate"":1637269993,""pause_duration"":2,""steps"":2060,""distance"":1598.3500976562,""metcumul"":107.44110870361}",,2021-11-19T08:26:29-05:00
2021-11-18T14:43:08-05:00,2021-11-18T16:13:13-05:00,,,America/New_York,"Gym class",{},,2021-11-18T16:13:57-05:00
2021-11-19T10:12:00-05:00,2021-11-19T10:20:00-05:00,,,America/New_York,Walking,"{""calories"":16.319999694824,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":523,""distance"":419.37997436523,""metcumul"":24.010000228882}",,2021-11-20T09:34:18-05:00
2021-11-19T14:44:04-05:00,2021-11-19T15:49:17-05:00,,,America/New_York,"Gym class","{""calories"":402.21813964844,""effduration"":2040,""intensity"":50,""hr_average"":92,""hr_min"":43,""hr_max"":128,""hr_zone_0"":1838,""hr_zone_1"":1659,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1637351044,""device_enddate"":1637354957,""pause_duration"":310,""steps"":1117,""distance"":903.32989501953,""metcumul"":69.140007019043}",,2021-11-20T09:34:18-05:00
2021-11-19T14:44:04-05:00,2021-11-19T15:49:17-05:00,,,America/New_York,"Gym class",{},,2021-11-19T15:50:12-05:00
2021-11-21T11:51:21-05:00,2021-11-21T12:42:44-05:00,,,America/New_York,"Gym class","{""calories"":316.90225219727,""effduration"":2640,""intensity"":50,""hr_average"":115,""hr_min"":63,""hr_max"":153,""hr_zone_0"":601,""hr_zone_1"":1434,""hr_zone_2"":1013,""hr_zone_3"":0,""device_startdate"":1637513481,""device_enddate"":1637516564,""pause_duration"":2,""steps"":3713,""distance"":2829.3601074219,""metcumul"":163.99000549316}",,2021-11-22T09:10:04-05:00
2021-11-21T11:51:21-05:00,2021-11-21T12:42:44-05:00,,,America/New_York,"Gym class",{},,2021-11-21T16:02:45-05:00
2021-11-23T15:04:42-05:00,2021-11-23T16:21:26-05:00,,,America/New_York,"Gym class","{""calories"":473.24618530273,""effduration"":2400,""intensity"":50,""hr_average"":111,""hr_min"":46,""hr_max"":150,""hr_zone_0"":795,""hr_zone_1"":3017,""hr_zone_2"":607,""hr_zone_3"":0,""device_startdate"":1637697882,""device_enddate"":1637702486,""pause_duration"":2,""steps"":1376,""distance"":1080.66015625,""metcumul"":83.090003967285}",,2021-12-28T14:46:17-05:00
2021-11-23T15:04:42-05:00,2021-11-23T16:21:26-05:00,,,America/New_York,"Gym class",{},,2021-11-23T16:22:02-05:00
2021-11-25T12:17:00-05:00,2021-11-25T12:31:00-05:00,,,America/New_York,Walking,"{""calories"":26.799997329712,""effduration"":780,""intensity"":0,""hr_average"":95,""hr_min"":87,""hr_max"":106,""hr_zone_0"":325,""hr_zone_1"":309,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":889,""distance"":688.98999023438,""metcumul"":41.420001983643}",,2021-11-29T16:16:43-05:00
2021-11-25T12:52:00-05:00,2021-11-25T12:57:00-05:00,,,America/New_York,Walking,"{""calories"":11.529998779297,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":398,""distance"":296.35000610352,""metcumul"":17.550001144409}",,2021-11-28T09:35:24-05:00
2021-11-27T10:47:00-05:00,2021-11-27T11:01:00-05:00,,,America/New_York,Walking,"{""calories"":30.720001220703,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1045,""distance"":788.78997802734,""metcumul"":46.229995727539}",,2021-11-29T09:34:23-05:00
2021-11-28T18:43:00-05:00,2021-11-28T18:57:00-05:00,,,America/New_York,Walking,"{""calories"":30.239999771118,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1004,""distance"":776.71997070312,""metcumul"":45.609996795654}",,2021-11-29T09:34:24-05:00
2021-11-28T20:20:00-05:00,2021-11-28T20:34:00-05:00,,,America/New_York,Walking,"{""calories"":31.465999603271,""effduration"":780,""intensity"":0,""hr_average"":107,""hr_min"":91,""hr_max"":121,""hr_zone_0"":99,""hr_zone_1"":545,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1045,""distance"":808.56701660156,""metcumul"":46.914001464844}",,2021-11-30T08:37:10-05:00
2021-11-29T15:30:34-05:00,2021-11-29T16:15:48-05:00,,,America/New_York,Walking,"{""calories"":121.35999298096,""effduration"":2580,""intensity"":50,""hr_average"":115,""hr_min"":88,""hr_max"":152,""hr_zone_0"":43,""hr_zone_1"":2007,""hr_zone_2"":623,""hr_zone_3"":0,""device_startdate"":1638217834,""device_enddate"":1638220548,""pause_duration"":3,""steps"":4083,""distance"":3116.5998535156,""metcumul"":175.27003479004}",,2021-11-30T08:37:12-05:00
2021-11-29T15:30:34-05:00,2021-11-29T16:15:48-05:00,,,America/New_York,Other,{},,2021-11-29T16:16:45-05:00
2021-11-30T14:35:57-05:00,2021-11-30T15:36:03-05:00,,,America/New_York,"Gym class","{""calories"":370.66152954102,""effduration"":1920,""intensity"":50,""hr_average"":108,""hr_min"":54,""hr_max"":145,""hr_zone_0"":771,""hr_zone_1"":2663,""hr_zone_2"":133,""hr_zone_3"":0,""device_startdate"":1638300957,""device_enddate"":1638304563,""pause_duration"":3,""steps"":549,""distance"":441.89996337891,""metcumul"":48.680000305176}",,2021-11-30T21:38:20-05:00
2021-11-30T14:35:57-05:00,2021-11-30T15:36:03-05:00,,,America/New_York,"Gym class",{},,2021-11-30T21:38:21-05:00
2021-12-03T14:34:22-05:00,2021-12-03T15:34:29-05:00,,,America/New_York,"Gym class","{""calories"":370.76434326172,""effduration"":1740,""intensity"":50,""hr_average"":100,""hr_min"":55,""hr_max"":148,""hr_zone_0"":1335,""hr_zone_1"":2010,""hr_zone_2"":95,""hr_zone_3"":0,""device_startdate"":1638560062,""device_enddate"":1638563669,""pause_duration"":3,""steps"":1131,""distance"":892.79998779297,""metcumul"":64.57999420166}",,2021-12-03T15:35:39-05:00
2021-12-03T14:34:22-05:00,2021-12-03T15:34:29-05:00,,,America/New_York,"Gym class",{},,2021-12-03T15:35:39-05:00
2021-12-04T17:29:43-05:00,2021-12-04T18:10:35-05:00,,,America/New_York,"Gym class","{""calories"":252.04162597656,""effduration"":1800,""intensity"":50,""hr_average"":115,""hr_min"":72,""hr_max"":154,""hr_zone_0"":235,""hr_zone_1"":1723,""hr_zone_2"":299,""hr_zone_3"":0,""device_startdate"":1638656983,""device_enddate"":1638659435,""pause_duration"":3,""steps"":863,""distance"":669.63000488281,""metcumul"":57.049991607666}",,2021-12-06T21:01:00-05:00
2021-12-04T17:29:43-05:00,2021-12-04T18:10:35-05:00,,,America/New_York,"Gym class",{},,2021-12-04T18:11:04-05:00
2021-12-04T18:43:00-05:00,2021-12-04T19:17:00-05:00,,,America/New_York,Other,"{""calories"":419.38409423828,""effduration"":1920,""intensity"":0,""manual_distance"":0,""manual_calories"":419.38409423828,""hr_average"":85,""hr_min"":45,""hr_max"":107,""hr_zone_0"":801,""hr_zone_1"":400,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1683,""distance"":1368.1298828125,""metcumul"":83.939987182617}",,2021-12-06T21:01:00-05:00
2021-12-05T12:21:00-05:00,2021-12-05T12:44:00-05:00,,,America/New_York,Other,"{""calories"":283.70101928711,""effduration"":1080,""intensity"":0,""manual_distance"":0,""manual_calories"":283.70101928711,""pause_duration"":0,""steps"":974,""distance"":807.76000976562,""metcumul"":48.599994659424}",,2021-12-06T21:01:00-05:00
2021-12-05T12:49:00-05:00,2021-12-05T12:59:00-05:00,,,America/New_York,Other,"{""calories"":123.34826660156,""effduration"":420,""intensity"":0,""manual_distance"":0,""manual_calories"":123.34826660156,""pause_duration"":0,""steps"":390,""distance"":318.38000488281,""metcumul"":19.090002059937}",,2021-12-06T21:01:01-05:00
2021-12-05T15:09:00-05:00,2021-12-05T15:29:00-05:00,,,America/New_York,Other,"{""calories"":246.69653320312,""effduration"":1020,""intensity"":0,""manual_distance"":0,""manual_calories"":246.69653320312,""hr_average"":99,""hr_min"":81,""hr_max"":120,""hr_zone_0"":250,""hr_zone_1"":352,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1065,""distance"":878.81994628906,""metcumul"":50.909992218018}",,2021-12-06T21:01:01-05:00
2021-12-05T19:34:00-05:00,2021-12-05T19:56:00-05:00,,,America/New_York,Other,"{""calories"":271.36618041992,""effduration"":1080,""intensity"":0,""manual_distance"":0,""manual_calories"":271.36618041992,""pause_duration"":0,""steps"":1064,""distance"":872.83996582031,""metcumul"":51.639999389648}",,2021-12-06T21:01:01-05:00
2021-12-06T19:39:00-05:00,2021-12-06T19:52:00-05:00,,,America/New_York,Other,"{""calories"":160.35275268555,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":694,""distance"":580.45001220703,""metcumul"":33.880001068115}",,2021-12-07T10:27:51-05:00
2021-12-06T21:22:00-05:00,2021-12-06T21:35:00-05:00,,,America/New_York,Other,"{""calories"":160.35275268555,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":188,""distance"":156.94000244141,""metcumul"":14.609999656677}",,2021-12-09T11:28:16-05:00
2021-12-07T13:46:01-05:00,2021-12-07T14:46:07-05:00,,,America/New_York,"Gym class","{""calories"":370.66152954102,""effduration"":2460,""intensity"":50,""hr_average"":105,""hr_min"":53,""hr_max"":150,""hr_zone_0"":972,""hr_zone_1"":2479,""hr_zone_2"":102,""hr_zone_3"":0,""device_startdate"":1638902761,""device_enddate"":1638906367,""pause_duration"":3,""steps"":1102,""distance"":921.01000976562,""metcumul"":76.841995239258}",,2021-12-28T14:46:17-05:00
2021-12-07T13:46:01-05:00,2021-12-07T14:46:07-05:00,,,America/New_York,"Gym class",{},,2021-12-07T14:46:48-05:00
