from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2020-11-29T13:39:27-05:00,2020-11-29T14:20:49-05:00,,,America/New_York,"Gym class",{},,2020-11-29T18:10:13-05:00
2020-11-30T11:51:45-05:00,2020-11-30T12:42:27-05:00,,,America/New_York,"Gym class","{""calories"":21.560844421387,""effduration"":1320,""intensity"":50,""manual_distance"":0,""manual_calories"":315.19311523438,""hr_average"":104,""hr_min"":47,""hr_max"":139,""hr_zone_0"":997,""hr_zone_1"":1908,""hr_zone_2"":30,""hr_zone_3"":0,""device_startdate"":1606755105,""device_enddate"":1606758147,""pause_duration"":0,""steps"":706,""distance"":549.12274169922,""metcumul"":38.473678588867}",,2020-12-11T14:51:03-05:00
2020-11-30T11:51:45-05:00,2020-11-30T12:42:27-05:00,,,America/New_York,"Gym class",{},,2020-11-30T12:44:31-05:00
2020-12-02T13:48:25-05:00,2020-12-02T14:03:37-05:00,,,America/New_York,"Gym class","{""calories"":0,""effduration"":0,""intensity"":50,""manual_distance"":0,""manual_calories"":94.495765686035,""hr_average"":119,""hr_min"":95,""hr_max"":147,""hr_zone_0"":27,""hr_zone_1"":779,""hr_zone_2"":29,""hr_zone_3"":0,""device_startdate"":1606934905,""device_enddate"":1606935817,""pause_duration"":0,""steps"":198,""distance"":158.86799621582,""metcumul"":0}",,2020-12-11T14:51:04-05:00
2020-12-02T13:48:25-05:00,2020-12-02T14:03:37-05:00,,,America/New_York,"Gym class",{},,2020-12-02T19:10:29-05:00
2020-12-03T11:56:51-05:00,2020-12-03T12:56:24-05:00,,,America/New_York,"Gym class","{""calories"":52.225902557373,""effduration"":1860,""intensity"":50,""manual_distance"":-1,""manual_calories"":370.21203613281,""hr_average"":97,""hr_min"":65,""hr_max"":152,""hr_zone_0"":1748,""hr_zone_1"":1757,""hr_zone_2"":66,""hr_zone_3"":0,""device_startdate"":1607014611,""device_enddate"":1607018184,""pause_duration"":3,""steps"":1709,""distance"":1338.6048583984,""metcumul"":85.309341430664}",,2020-12-11T14:51:06-05:00
2020-12-03T11:56:51-05:00,2020-12-03T12:56:24-05:00,,,America/New_York,"Gym class",{},,2020-12-03T16:01:39-05:00
2020-12-06T12:44:02-05:00,2020-12-06T13:22:29-05:00,,,America/New_York,"Gym class","{""calories"":21.127000808716,""effduration"":1740,""intensity"":50,""manual_distance"":0,""manual_calories"":283.83544921875,""hr_average"":126,""hr_min"":95,""hr_max"":157,""hr_zone_0"":12,""hr_zone_1"":1595,""hr_zone_2"":685,""hr_zone_3"":0,""device_startdate"":1607276642,""device_enddate"":1607278949,""pause_duration"":2,""steps"":654,""distance"":542.88806152344,""metcumul"":48.818996429443}","{""end_coordinate_latitude"":33.782932,""end_coordinate_longitude"":-84.40213,""region_center_latitude"":33.782865,""region_center_longitude"":-84.402156,""span_latitude_delta"":0.000133,""span_longitude_delta"":5.3e-5,""start_coordinate_latitude"":33.782798,""start_coordinate_longitude"":-84.402183,""avg_speed"":-1,""distance"":15.613445,""max_speed"":0,""min_speed"":0}",2020-12-11T14:51:06-05:00
2020-12-06T12:44:02-05:00,2020-12-06T13:22:29-05:00,,,America/New_York,"Gym class",{},,2020-12-06T13:37:53-05:00
2020-11-23T11:46:17-05:00,2020-11-23T12:00:03-05:00,,,America/New_York,Walking,"{""calories"":39.090488433838,""effduration"":780,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1280,""distance"":995.57659912109,""metcumul"":42.867298126221}",,2020-12-08T17:53:13-05:00
2020-11-23T13:24:04-05:00,2020-11-23T13:36:51-05:00,,,America/New_York,Walking,"{""calories"":0,""effduration"":0,""intensity"":0,""manual_distance"":-1,""manual_calories"":77.798683166504,""pause_duration"":0,""steps"":1254,""distance"":975.35388183594,""metcumul"":0}",,2020-12-11T13:15:39-05:00
2020-12-09T18:13:18-05:00,2020-12-09T18:56:54-05:00,,,America/New_York,"Gym class","{""calories"":77.978012084961,""effduration"":1740,""intensity"":50,""manual_distance"":0,""manual_calories"":271.05364990234,""hr_average"":116,""hr_min"":66,""hr_max"":160,""hr_zone_0"":930,""hr_zone_1"":399,""hr_zone_2"":1253,""hr_zone_3"":0,""device_startdate"":1607555598,""device_enddate"":1607558214,""pause_duration"":2,""steps"":2586,""distance"":1997.5368652344,""metcumul"":112.81899261475}",,2020-12-11T14:51:08-05:00
2020-12-09T18:13:18-05:00,2020-12-09T18:56:54-05:00,,,America/New_York,"Gym class",{},,2020-12-09T18:59:35-05:00
2020-12-10T15:54:45-05:00,2020-12-10T16:25:45-05:00,,,America/New_York,"Gym class","{""calories"":18.750999450684,""effduration"":1620,""intensity"":50,""manual_distance"":0,""manual_calories"":192.72163391113,""hr_average"":109,""hr_min"":39,""hr_max"":149,""hr_zone_0"":513,""hr_zone_1"":1049,""hr_zone_2"":220,""hr_zone_3"":0,""device_startdate"":1607633685,""device_enddate"":1607635545,""pause_duration"":2,""steps"":582,""distance"":481.48403930664,""metcumul"":44.718002319336}",,2020-12-11T14:51:09-05:00
2020-12-10T15:54:45-05:00,2020-12-10T16:25:45-05:00,,,America/New_York,Other,{},,2020-12-10T16:30:07-05:00
2020-11-27T10:53:28-05:00,2020-11-27T11:00:46-05:00,,,America/New_York,Walking,"{""calories"":16.552375793457,""effduration"":480,""intensity"":0,""manual_distance"":-1,""manual_calories"":44.427406311035,""pause_duration"":0,""steps"":542,""distance"":421.564453125,""metcumul"":20.646934509277}",,2020-12-11T13:15:42-05:00
2020-11-27T11:25:33-05:00,2020-11-27T11:55:37-05:00,,,America/New_York,Walking,"{""calories"":68.835906982422,""effduration"":1740,""intensity"":0,""manual_distance"":-1,""manual_calories"":182.98411560059,""pause_duration"":0,""steps"":2254,""distance"":1753.1478271484,""metcumul"":81.594444274902}",,2020-12-11T13:15:42-05:00
2020-11-30T11:35:21-05:00,2020-11-30T11:48:21-05:00,,,America/New_York,Walking,"{""calories"":40.189903259277,""effduration"":780,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1316,""distance"":1023.5771484375,""metcumul"":43.707313537598}",,2020-12-11T14:51:03-05:00
2020-12-03T11:35:00-05:00,2020-12-03T11:47:00-05:00,,,America/New_York,Walking,"{""calories"":38.178001403809,""effduration"":720,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1204,""distance"":977.06091308594,""metcumul"":51.60400390625}",,2020-12-11T14:51:06-05:00
2020-12-08T15:56:36-05:00,2020-12-08T16:12:46-05:00,,,America/New_York,Walking,"{""calories"":46.197998046875,""effduration"":1020,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1513,""distance"":1176.791015625,""metcumul"":52.296997070312}",,2020-12-11T14:51:07-05:00
2020-12-08T16:57:21-05:00,2020-12-08T17:35:13-05:00,,,America/New_York,Walking,"{""calories"":80.51399230957,""effduration"":2160,""intensity"":0,""manual_distance"":-1,""manual_calories"":230.45449829102,""pause_duration"":0,""steps"":2637,""distance"":2051.03125,""metcumul"":97.51099395752}",,2020-12-11T14:51:07-05:00
2020-12-09T11:25:00-05:00,2020-12-09T11:48:00-05:00,,,America/New_York,Walking,"{""calories"":46.581001281738,""effduration"":1260,""intensity"":0,""manual_distance"":-1,""manual_calories"":139.97676086426,""pause_duration"":0,""steps"":1485,""distance"":1193.2819824219,""metcumul"":69.531005859375}",,2020-12-11T14:51:08-05:00
2020-12-09T17:58:00-05:00,2020-12-09T18:13:00-05:00,,,America/New_York,Walking,"{""calories"":39.653999328613,""effduration"":900,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1270,""distance"":1015.8540649414,""metcumul"":56.520004272461}",,2020-12-11T14:51:08-05:00
2020-12-09T19:00:00-05:00,2020-12-09T19:12:00-05:00,,,America/New_York,Walking,"{""calories"":35.413997650146,""effduration"":720,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1140,""distance"":907.2529296875,""metcumul"":49.363998413086}",,2020-12-11T14:51:09-05:00
2020-12-11T11:56:00-05:00,2020-12-11T12:08:00-05:00,,,America/New_York,Walking,"{""calories"":37.720001220703,""effduration"":720,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1207,""distance"":966.3701171875,""metcumul"":51.619998931885}",,2020-12-12T09:35:22-05:00
2020-12-11T12:20:34-05:00,2020-12-11T13:02:41-05:00,,,America/New_York,"Gym class","{""calories"":29.929998397827,""effduration"":1260,""intensity"":50,""manual_distance"":0,""manual_calories"":261.83203125,""hr_average"":110,""hr_min"":68,""hr_max"":151,""hr_zone_0"":375,""hr_zone_1"":1968,""hr_zone_2"":88,""hr_zone_3"":0,""device_startdate"":1607707234,""device_enddate"":1607709761,""pause_duration"":5,""steps"":980,""distance"":766.89001464844,""metcumul"":52.520000457764}",,2020-12-12T09:35:22-05:00
2020-12-11T12:20:34-05:00,2020-12-11T13:02:41-05:00,,,America/New_York,"Gym class",{},,2020-12-11T14:51:11-05:00
2020-12-17T17:45:01-05:00,2020-12-17T18:29:33-05:00,,,America/New_York,"Gym class","{""calories"":26.809999465942,""effduration"":2340,""intensity"":50,""manual_distance"":0,""manual_calories"":276.85601806641,""hr_average"":125,""hr_min"":72,""hr_max"":156,""hr_zone_0"":175,""hr_zone_1"":1710,""hr_zone_2"":756,""hr_zone_3"":0,""device_startdate"":1608245101,""device_enddate"":1608247773,""pause_duration"":3,""steps"":830,""distance"":688.6201171875,""metcumul"":64.340003967285}",,2020-12-18T07:30:15-05:00
2020-12-17T17:45:01-05:00,2020-12-17T18:29:33-05:00,,,America/New_York,"Gym class",{},,2020-12-17T19:51:52-05:00
2020-12-19T16:43:51-05:00,2020-12-19T17:16:18-05:00,,,America/New_York,"Gym class","{""calories"":24.080186843872,""effduration"":1380,""intensity"":50,""manual_distance"":0,""manual_calories"":201.74084472656,""hr_average"":120,""hr_min"":77,""hr_max"":156,""hr_zone_0"":225,""hr_zone_1"":1281,""hr_zone_2"":419,""hr_zone_3"":0,""device_startdate"":1608414231,""device_enddate"":1608416178,""pause_duration"":0,""steps"":746,""distance"":617.26000976562,""metcumul"":45.956996917725}",,2020-12-20T10:07:29-05:00
2020-12-19T16:43:51-05:00,2020-12-19T17:16:18-05:00,,,America/New_York,"Gym class",{},,2020-12-19T17:18:54-05:00
2020-12-22T15:45:52-05:00,2020-12-22T16:38:51-05:00,,,America/New_York,"Gym class","{""calories"":45.468681335449,""effduration"":2640,""intensity"":50,""manual_distance"":0,""manual_calories"":329.47204589844,""hr_average"":124,""hr_min"":77,""hr_max"":160,""hr_zone_0"":340,""hr_zone_1"":1703,""hr_zone_2"":1117,""hr_zone_3"":0,""device_startdate"":1608669952,""device_enddate"":1608673131,""pause_duration"":0,""steps"":1401,""distance"":1165.6700439453,""metcumul"":87.986297607422}",,2020-12-29T09:06:25-05:00
2020-12-22T15:45:52-05:00,2020-12-22T16:38:51-05:00,,,America/New_York,"Gym class",{},,2020-12-29T09:06:25-05:00
2020-12-25T17:53:06-05:00,2020-12-25T17:53:27-05:00,,,America/New_York,Other,"{""calories"":4.3874068260193,""effduration"":0,""intensity"":50,""manual_distance"":0,""manual_calories"":4.3517785072327,""device_startdate"":1608936786,""device_enddate"":1608936807,""pause_duration"":0,""metcumul"":0}",,2021-04-19T16:34:31-04:00
2020-12-25T17:53:06-05:00,2020-12-25T17:53:27-05:00,,,America/New_York,Other,{},,2020-12-29T09:06:28-05:00
2021-01-03T14:36:18-05:00,2021-01-03T15:13:50-05:00,,,America/New_York,"Gym class","{""calories"":32.830005645752,""effduration"":1800,""intensity"":50,""manual_distance"":-1,""manual_calories"":273.54037475586,""hr_average"":119,""hr_min"":83,""hr_max"":164,""hr_zone_0"":193,""hr_zone_1"":1650,""hr_zone_2"":358,""hr_zone_3"":0,""device_startdate"":1609702578,""device_enddate"":1609704830,""pause_duration"":266,""steps"":1003,""distance"":842.29998779297,""metcumul"":61.650001525879}",,2021-01-04T13:16:29-05:00
2021-01-03T14:36:18-05:00,2021-01-03T15:13:50-05:00,,,America/New_York,"Gym class",{},,2021-01-03T15:15:25-05:00
2021-01-04T11:59:00-05:00,2021-01-04T12:09:00-05:00,,,America/New_York,Walking,"{""calories"":33.839996337891,""effduration"":600,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1083,""distance"":866.53997802734,""metcumul"":45.629997253418}",,2021-01-05T08:42:07-05:00
2021-01-04T12:13:16-05:00,2021-01-04T13:13:21-05:00,,,America/New_York,"Gym class","{""calories"":50.761772155762,""effduration"":2400,""intensity"":50,""manual_distance"":-1,""manual_calories"":373.52767944336,""hr_average"":99,""hr_min"":56,""hr_max"":142,""hr_zone_0"":1487,""hr_zone_1"":2038,""hr_zone_2"":47,""hr_zone_3"":0,""device_startdate"":1609780396,""device_enddate"":1609784001,""pause_duration"":2,""steps"":1644,""distance"":1301.8502197266,""metcumul"":91.737930297852}",,2021-01-05T08:42:07-05:00
2021-01-04T12:13:16-05:00,2021-01-04T13:13:21-05:00,,,America/New_York,"Gym class",{},,2021-01-04T13:16:32-05:00
2021-01-05T18:14:12-05:00,2021-01-05T18:54:40-05:00,,,America/New_York,"Gym class","{""calories"":20.489999771118,""effduration"":2100,""intensity"":50,""manual_distance"":0,""manual_calories"":251.57424926758,""hr_average"":121,""hr_min"":79,""hr_max"":155,""hr_zone_0"":180,""hr_zone_1"":1526,""hr_zone_2"":653,""hr_zone_3"":0,""device_startdate"":1609888452,""device_enddate"":1609890880,""pause_duration"":3,""steps"":617,""distance"":525.77990722656,""metcumul"":54.229999542236}",,2021-01-07T08:39:35-05:00
2021-01-05T18:14:12-05:00,2021-01-05T18:54:40-05:00,,,America/New_York,"Gym class",{},,2021-01-05T22:33:40-05:00
2021-01-07T11:53:00-05:00,2021-01-07T12:08:00-05:00,,,America/New_York,Walking,"{""calories"":39.729999542236,""effduration"":840,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1223,""distance"":1017.4299926758,""metcumul"":54.490001678467}",,2021-01-10T13:48:03-05:00
2021-01-07T12:19:23-05:00,2021-01-07T13:19:32-05:00,,,America/New_York,"Gym class","{""calories"":44.320003509521,""effduration"":1680,""intensity"":50,""manual_distance"":-1,""manual_calories"":373.94213867188,""hr_average"":101,""hr_min"":59,""hr_max"":138,""hr_zone_0"":1238,""hr_zone_1"":2329,""hr_zone_2"":10,""hr_zone_3"":0,""device_startdate"":1610039963,""device_enddate"":1610043572,""pause_duration"":3,""steps"":1443,""distance"":1136.2700195312,""metcumul"":74.370002746582}",,2021-01-10T13:48:03-05:00
2021-01-07T12:19:23-05:00,2021-01-07T13:19:32-05:00,,,America/New_York,"Gym class",{},,2021-01-07T14:14:06-05:00
2021-01-11T18:48:26-05:00,2021-01-11T19:29:19-05:00,,,America/New_York,"Gym class",{},,2021-01-12T14:44:43-05:00
2021-01-11T18:48:26-05:00,2021-01-11T19:29:19-05:00,,,America/New_York,"Gym class","{""calories"":19.550666809082,""effduration"":1800,""intensity"":50,""manual_distance"":0,""manual_calories"":254.16459655762,""hr_average"":118,""hr_min"":71,""hr_max"":168,""hr_zone_0"":437,""hr_zone_1"":1326,""hr_zone_2"":653,""hr_zone_3"":0,""device_startdate"":1610408906,""device_enddate"":1610411359,""pause_duration"":2,""steps"":619,""distance"":502.14999389648,""metcumul"":48.758598327637}",,2021-01-13T11:48:51-05:00
2021-01-13T17:17:43-05:00,2021-01-13T18:02:27-05:00,,,America/New_York,"Gym class","{""calories"":31.879995346069,""effduration"":2340,""intensity"":50,""manual_distance"":-1,""manual_calories"":74.601921081543,""hr_average"":126,""hr_min"":89,""hr_max"":159,""hr_zone_0"":48,""hr_zone_1"":1648,""hr_zone_2"":921,""hr_zone_3"":0,""device_startdate"":1610576263,""device_enddate"":1610578947,""pause_duration"":3,""steps"":970,""distance"":818.34991455078,""metcumul"":69.580001831055}",,2021-01-14T14:04:43-05:00
2021-01-13T17:17:43-05:00,2021-01-13T18:02:27-05:00,,,America/New_York,"Gym class",{},,2021-01-14T14:04:44-05:00
2021-01-14T12:27:00-05:00,2021-01-14T12:39:00-05:00,,,America/New_York,Walking,"{""calories"":34.580001831055,""effduration"":720,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1109,""distance"":886.07995605469,""metcumul"":48.229999542236}",,2021-01-15T08:49:55-05:00
2021-01-14T12:41:27-05:00,2021-01-14T13:41:33-05:00,,,America/New_York,"Gym class","{""calories"":53.799999237061,""effduration"":2580,""intensity"":50,""manual_distance"":-1,""manual_calories"":373.63128662109,""hr_average"":108,""hr_min"":69,""hr_max"":142,""hr_zone_0"":803,""hr_zone_1"":2678,""hr_zone_2"":27,""hr_zone_3"":0,""device_startdate"":1610646087,""device_enddate"":1610649693,""pause_duration"":3,""steps"":1734,""distance"":1379.1201171875,""metcumul"":98.719993591309}",,2021-01-15T08:49:55-05:00
2021-01-14T12:41:27-05:00,2021-01-14T13:41:33-05:00,,,America/New_York,"Gym class",{},,2021-01-14T14:04:45-05:00
2021-01-15T18:17:22-05:00,2021-01-15T19:04:25-05:00,,,America/New_York,"Gym class","{""calories"":26.710004806519,""effduration"":2280,""intensity"":50,""manual_distance"":0,""manual_calories"":292.50170898438,""hr_average"":131,""hr_min"":90,""hr_max"":163,""hr_zone_0"":117,""hr_zone_1"":1314,""hr_zone_2"":1343,""hr_zone_3"":0,""device_startdate"":1610752642,""device_enddate"":1610755465,""pause_duration"":2,""steps"":817,""distance"":685.85003662109,""metcumul"":63.379997253418}",,2021-01-17T22:50:54-05:00
2021-01-15T18:17:22-05:00,2021-01-15T19:04:25-05:00,,,America/New_York,"Gym class",{},,2021-01-15T20:13:22-05:00
2021-01-16T13:23:00-05:00,2021-01-16T13:36:00-05:00,,,America/New_York,Walking,"{""calories"":20.969999313354,""effduration"":720,""intensity"":0,""manual_distance"":-1,""manual_calories"":79.117301940918,""pause_duration"":0,""steps"":710,""distance"":537.73992919922,""metcumul"":34.310001373291}",,2021-01-17T22:50:56-05:00
2021-01-16T13:52:00-05:00,2021-01-16T13:58:00-05:00,,,America/New_York,Walking,"{""calories"":14.35000038147,""effduration"":360,""intensity"":0,""manual_distance"":-1,""manual_calories"":36.515678405762,""pause_duration"":0,""steps"":478,""distance"":367.61001586914,""metcumul"":21.319997787476}",,2021-01-20T15:19:49-05:00
2021-01-19T18:33:55-05:00,2021-01-19T19:07:41-05:00,,,America/New_York,"Gym class","{""calories"":209.92150878906,""effduration"":1800,""intensity"":50,""manual_distance"":0,""hr_average"":131,""hr_min"":66,""hr_max"":169,""hr_zone_0"":87,""hr_zone_1"":983,""hr_zone_2"":929,""hr_zone_3"":0,""device_startdate"":1611099235,""device_enddate"":1611101261,""pause_duration"":3,""steps"":618,""distance"":528.72998046875,""metcumul"":49.549201965332}",,2021-01-20T15:19:50-05:00
2021-01-19T18:33:55-05:00,2021-01-19T19:07:41-05:00,,,America/New_York,"Gym class",{},,2021-01-20T08:38:21-05:00
2021-01-20T12:25:00-05:00,2021-01-20T12:37:00-05:00,,,America/New_York,Walking,"{""calories"":37.620002746582,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":1192,""distance"":963.580078125,""metcumul"":51.240001678467}",,2021-01-22T17:39:51-05:00
2021-01-20T12:40:54-05:00,2021-01-20T13:41:00-05:00,,,America/New_York,"Gym class","{""calories"":373.63128662109,""effduration"":2040,""intensity"":50,""manual_distance"":1181.5,""manual_calories"":46.130001068115,""hr_average"":106,""hr_min"":63,""hr_max"":147,""hr_zone_0"":1140,""hr_zone_1"":2293,""hr_zone_2"":139,""hr_zone_3"":0,""device_startdate"":1611164454,""device_enddate"":1611168060,""pause_duration"":2,""steps"":1748,""distance"":1392.1000976562,""metcumul"":90.290000915527}",,2021-01-23T08:06:41-05:00
2021-01-20T12:40:54-05:00,2021-01-20T13:41:00-05:00,,,America/New_York,"Gym class",{},,2021-01-20T15:19:52-05:00
2021-01-22T16:47:09-05:00,2021-01-22T17:50:42-05:00,,,America/New_York,"Gym class","{""calories"":395.07934570312,""effduration"":2400,""intensity"":50,""manual_distance"":0,""hr_average"":120,""hr_min"":72,""hr_max"":155,""hr_zone_0"":447,""hr_zone_1"":2406,""hr_zone_2"":941,""hr_zone_3"":0,""device_startdate"":1611352029,""device_enddate"":1611355842,""pause_duration"":2,""steps"":1936,""distance"":1551.7601318359,""metcumul"":102.93999481201}",,2021-01-23T08:06:42-05:00
2021-01-22T16:47:09-05:00,2021-01-22T17:50:42-05:00,,,America/New_York,"Gym class",{},,2021-01-22T17:54:24-05:00
2021-01-23T16:50:00-05:00,2021-01-23T18:17:00-05:00,,,America/New_York,Walking,"{""calories"":227.23013305664,""effduration"":5220,""intensity"":0,""hr_average"":107,""hr_min"":87,""hr_max"":119,""hr_zone_0"":226,""hr_zone_1"":4403,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":7581,""distance"":5821.7529296875,""metcumul"":331.30331420898}",,2021-01-29T06:52:11-05:00
2021-01-28T12:03:00-05:00,2021-01-28T12:10:00-05:00,,,America/New_York,Walking,"{""calories"":14.239999771118,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":438,""distance"":364.98001098633,""metcumul"":21.230001449585}",,2021-01-29T13:19:44-05:00
2021-01-28T18:27:15-05:00,2021-01-28T19:01:12-05:00,,,America/New_York,"Gym class","{""calories"":211.06126403809,""effduration"":1260,""intensity"":50,""manual_distance"":0,""hr_average"":120,""hr_min"":71,""hr_max"":158,""hr_zone_0"":372,""hr_zone_1"":1000,""hr_zone_2"":628,""hr_zone_3"":0,""device_startdate"":1611876435,""device_enddate"":1611878472,""pause_duration"":305,""steps"":556,""distance"":464.05004882812,""metcumul"":38.390003204346}",,2021-01-29T13:19:44-05:00
2021-01-28T18:27:15-05:00,2021-01-28T19:01:12-05:00,,,America/New_York,"Gym class",{},,2021-01-29T06:52:13-05:00
2021-01-29T11:58:13-05:00,2021-01-29T12:58:00-05:00,,,America/New_York,"Gym class","{""calories"":371.66262817383,""effduration"":2280,""intensity"":50,""manual_distance"":899.07965087891,""hr_average"":109,""hr_min"":63,""hr_max"":174,""hr_zone_0"":1343,""hr_zone_1"":1607,""hr_zone_2"":609,""hr_zone_3"":0,""device_startdate"":1611939493,""device_enddate"":1611943080,""pause_duration"":2,""steps"":1757,""distance"":1665.3698730469,""metcumul"":115.55000305176}",,2021-01-31T09:24:10-05:00
2021-01-29T11:58:13-05:00,2021-01-29T12:58:00-05:00,,,America/New_York,"Gym class",{},,2021-01-29T13:19:46-05:00
2021-01-30T14:26:00-05:00,2021-01-30T14:34:00-05:00,,,America/New_York,Walking,"{""calories"":20.869998931885,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":669,""distance"":535.05004882812,""metcumul"":29.849996566772}",,2021-02-02T09:04:25-05:00
2021-02-01T14:38:46-05:00,2021-02-01T15:38:52-05:00,,,America/New_York,"Gym class","{""calories"":373.63128662109,""effduration"":2520,""intensity"":50,""manual_distance"":0,""hr_average"":113,""hr_min"":65,""hr_max"":148,""hr_zone_0"":947,""hr_zone_1"":1842,""hr_zone_2"":804,""hr_zone_3"":0,""device_startdate"":1612208326,""device_enddate"":1612211932,""pause_duration"":3,""steps"":1937,""distance"":1539.5100097656,""metcumul"":104.81999206543}",,2021-02-02T09:04:28-05:00
2021-02-01T14:38:46-05:00,2021-02-01T15:38:52-05:00,,,America/New_York,"Gym class",{},,2021-02-02T09:04:28-05:00
2021-02-02T17:04:25-05:00,2021-02-02T17:37:39-05:00,,,America/New_York,"Gym class","{""calories"":208.29736328125,""effduration"":1740,""intensity"":50,""manual_distance"":0,""hr_average"":119,""hr_min"":84,""hr_max"":153,""hr_zone_0"":291,""hr_zone_1"":1214,""hr_zone_2"":399,""hr_zone_3"":0,""device_startdate"":1612303465,""device_enddate"":1612305459,""pause_duration"":2,""steps"":660,""distance"":550.03002929688,""metcumul"":49.195903778076}",,2021-02-03T08:21:24-05:00
2021-02-02T17:04:25-05:00,2021-02-02T17:37:39-05:00,,,America/New_York,"Gym class",{},,2021-02-03T08:21:24-05:00
2021-02-03T16:31:00-05:00,2021-02-03T18:08:00-05:00,,,America/New_York,Walking,"{""calories"":276.50003051758,""effduration"":5820,""intensity"":0,""hr_average"":103,""hr_min"":88,""hr_max"":116,""hr_zone_0"":746,""hr_zone_1"":3004,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":9144,""distance"":7079.388671875,""metcumul"":394.38003540039}",,2021-02-06T07:45:13-05:00
2021-02-05T18:36:00-05:00,2021-02-05T19:01:19-05:00,,,America/New_York,Walking,"{""calories"":45.914474487305,""effduration"":1440,""intensity"":0,""pause_duration"":0,""steps"":1573,""distance"":1177.7916259766,""metcumul"":73.423347473145}",,2021-02-06T21:11:28-05:00
2021-02-05T20:09:12-05:00,2021-02-05T20:18:00-05:00,,,America/New_York,Walking,"{""calories"":20.113157272339,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":677,""distance"":514.74353027344,""metcumul"":29.906705856323}",,2021-02-06T21:11:29-05:00
2021-02-06T10:13:36-05:00,2021-02-06T11:03:00-05:00,,,America/New_York,Walking,"{""calories"":97.578666687012,""effduration"":2880,""intensity"":0,""pause_duration"":0,""steps"":3281,""distance"":2500.921875,""metcumul"":152.06336975098}",,2021-02-06T21:11:29-05:00
2021-02-06T11:10:00-05:00,2021-02-06T11:19:00-05:00,,,America/New_York,Walking,"{""calories"":18.280000686646,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":618,""distance"":468.59997558594,""metcumul"":27.740001678467}",,2021-02-06T21:11:30-05:00
2021-02-06T12:39:00-05:00,2021-02-06T12:45:00-05:00,,,America/New_York,Walking,"{""calories"":14.639999389648,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":486,""distance"":374.51000976562,""metcumul"":21.670000076294}",,2021-02-06T21:11:30-05:00
2021-02-06T13:01:00-05:00,2021-02-06T13:10:00-05:00,,,America/New_York,Walking,"{""calories"":21.359998703003,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":713,""distance"":547.41998291016,""metcumul"":31.780002593994}",,2021-02-06T21:11:30-05:00
2021-02-06T15:32:00-05:00,2021-02-06T15:47:00-05:00,,,America/New_York,Walking,"{""calories"":31.530000686646,""effduration"":840,""intensity"":0,""hr_average"":105,""hr_min"":100,""hr_max"":110,""hr_zone_0"":0,""hr_zone_1"":604,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1057,""distance"":807.58001708984,""metcumul"":47.959999084473}",,2021-02-07T08:24:41-05:00
2021-02-06T20:11:00-05:00,2021-02-06T20:23:00-05:00,,,America/New_York,Walking,"{""calories"":24.043998718262,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":823,""distance"":616.86700439453,""metcumul"":36.305000305176}",,2021-02-07T08:24:42-05:00
2021-02-06T21:13:00-05:00,2021-02-06T21:23:00-05:00,,,America/New_York,Walking,"{""calories"":22.8899974823,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":771,""distance"":586.81994628906,""metcumul"":34.430000305176}",,2021-02-08T08:27:15-05:00
2021-02-07T12:01:00-05:00,2021-02-07T12:09:00-05:00,,,America/New_York,Walking,"{""calories"":19.200000762939,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":667,""distance"":492.28002929688,""metcumul"":29.159999847412}",,2021-02-08T17:24:20-05:00
